code,e
SUC,http://www.fao.org/figis/skate/entities/codedentity/e55d3af0-c6b0-4f3a-8a77-0f40486e1b62
QSJ,http://www.fao.org/figis/skate/entities/codedentity/349c4000-3033-49f0-8544-da07e8c3bc60
MEY,http://www.fao.org/figis/skate/entities/codedentity/812af7ff-8230-40d3-9b7e-ffd55848b0c6
OQQ,http://www.fao.org/figis/skate/entities/codedentity/341cc38d-8754-4277-8cd8-0e68c011e95c
MOX,http://www.fao.org/figis/skate/entities/codedentity/03e4c86c-53c1-4314-9603-721b6a0bfcd4
EPA,http://www.fao.org/figis/skate/entities/codedentity/9fe53fcc-af0a-4591-99f4-bf10b60df420
ELN,http://www.fao.org/figis/skate/entities/codedentity/d1994eab-6680-4497-a1ea-0f65a8fd79a5
NBU,http://www.fao.org/figis/skate/entities/codedentity/e8481372-2d8c-4f35-aeca-99555def1293
CGN,http://www.fao.org/figis/skate/entities/codedentity/2dedcc7e-e478-4c3b-9358-18bc176659ce
EKQ,http://www.fao.org/figis/skate/entities/codedentity/ab2736d7-ea69-4808-8a48-b0126d6319b9
GBU,http://www.fao.org/figis/skate/entities/codedentity/e62fc51f-1e18-492f-a0bf-9742322e6cd9
EHU,http://www.fao.org/figis/skate/entities/codedentity/f7535e78-d3b7-4916-9916-a5509b6eb945
TEB,http://www.fao.org/figis/skate/entities/codedentity/cc93cf6b-daac-45bf-a597-92c4a181f0cd
RCI,http://www.fao.org/figis/skate/entities/codedentity/d3033ab3-6cb2-49f4-95a2-2e3ffc77b8e0
AED,http://www.fao.org/figis/skate/entities/codedentity/15ecbcbb-de03-4336-a9ad-719270c101ef
PAP,http://www.fao.org/figis/skate/entities/codedentity/d87cb463-dfbb-40b1-9db0-46751962c057
RPB,http://www.fao.org/figis/skate/entities/codedentity/154268e0-9192-4ef3-a9ee-341a33514c11
DMJ,http://www.fao.org/figis/skate/entities/codedentity/4a75ff07-b327-4ddb-96b7-eacf3493bbd4
RDR,http://www.fao.org/figis/skate/entities/codedentity/3fdf6c59-12c2-45b7-a049-c6d88bc684d7
GYI,http://www.fao.org/figis/skate/entities/codedentity/ebf0bdc0-9b38-4553-a259-a4172495a9f6
GYM,http://www.fao.org/figis/skate/entities/codedentity/452ccec2-e411-4a96-83d0-dd4f5bf06065
EWT,http://www.fao.org/figis/skate/entities/codedentity/050848ff-bcb8-44ac-9213-fda973e6b507
LDW,http://www.fao.org/figis/skate/entities/codedentity/9588acd4-3e42-444d-8cf7-98aaf5a28aa8
TTA,http://www.fao.org/figis/skate/entities/codedentity/443dd941-6ed7-4bfe-bf98-9d925c1309ac
RRH,http://www.fao.org/figis/skate/entities/codedentity/4066730d-a93e-4ac5-8e17-9dd8ff80e688
ATC,http://www.fao.org/figis/skate/entities/codedentity/619f77a9-5dea-41e6-bdf4-5f7e7453692f
CVM,http://www.fao.org/figis/skate/entities/codedentity/d0244283-720e-4735-aaa8-86c6de5142c7
PPO,http://www.fao.org/figis/skate/entities/codedentity/476bcae9-de67-42f6-a324-9321cd05c75c
HCM,http://www.fao.org/figis/skate/entities/codedentity/05a6c5a8-7233-4694-bc34-3e7b224b4c06
NNV,http://www.fao.org/figis/skate/entities/codedentity/041e7198-4378-4cad-b468-f2cc42ef6a4b
STD,http://www.fao.org/figis/skate/entities/codedentity/c1d82e1b-5dd3-47cb-9cc3-fc99c100e368
BQK,http://www.fao.org/figis/skate/entities/codedentity/b1937cbe-3cb9-479a-97e5-1ff0db7d84dc
HIL,http://www.fao.org/figis/skate/entities/codedentity/1b373a35-5834-4b9b-a8df-f21c578d237a
WEX,http://www.fao.org/figis/skate/entities/codedentity/c46e1704-d318-4620-aa28-2990a3157cb7
FGS,http://www.fao.org/figis/skate/entities/codedentity/34ac12a4-ab02-490f-b374-64d0dc801349
FFV,http://www.fao.org/figis/skate/entities/codedentity/2ce9c9a0-e90b-4780-82dc-07dc79a3ef62
PLN,http://www.fao.org/figis/skate/entities/codedentity/9f95111c-b621-44bc-93c7-c4913c2b9957
SBG,http://www.fao.org/figis/skate/entities/codedentity/b710531a-30f4-45d2-8867-e4c8bc672feb
BDB,http://www.fao.org/figis/skate/entities/codedentity/d245d9d0-0b02-4d66-a4a3-6065a3868584
CYA,http://www.fao.org/figis/skate/entities/codedentity/f35232d9-e2b0-4e38-9941-024bcb19c1f4
BUC,http://www.fao.org/figis/skate/entities/codedentity/1b34cb74-9382-4fcf-b110-3564e594d1fb
YSS,http://www.fao.org/figis/skate/entities/codedentity/b5aca0ee-9588-4bd2-bd73-40c2ff160a81
TMN,http://www.fao.org/figis/skate/entities/codedentity/411a74a1-9c3f-4f68-9e6f-e3fb7990f20c
EJZ,http://www.fao.org/figis/skate/entities/codedentity/bd5c8bd1-5e19-4004-b18b-4f1528960b3e
APN,http://www.fao.org/figis/skate/entities/codedentity/e9a81886-a3a8-47ab-bca1-939c6d2ba7c3
HXK,http://www.fao.org/figis/skate/entities/codedentity/42298f70-86ca-4aa5-9f72-7656d78e15fa
OKC,http://www.fao.org/figis/skate/entities/codedentity/fd8a190d-9524-4001-9eee-1a0c8fc4dfb6
SQF,http://www.fao.org/figis/skate/entities/codedentity/c2140385-f92b-4926-992c-d134e1f79e19
BSA,http://www.fao.org/figis/skate/entities/codedentity/777ec888-2795-4af1-ab3d-8289a1a28f5e
ISH,http://www.fao.org/figis/skate/entities/codedentity/c5599fad-e2bb-4c8f-8e41-4af23a889ff3
EXL,http://www.fao.org/figis/skate/entities/codedentity/d895d445-77e5-4f59-bd99-5acd28629a39
OMT,http://www.fao.org/figis/skate/entities/codedentity/4927593f-affa-45b9-9662-fb4477de1e3f
BOY,http://www.fao.org/figis/skate/entities/codedentity/76b799ab-6d93-497c-a0d5-2243bd593387
BOP,http://www.fao.org/figis/skate/entities/codedentity/07d0e90d-cc10-4df3-882e-8f58b81a6a4f
KJC,http://www.fao.org/figis/skate/entities/codedentity/0e3bb126-5464-458b-9599-682b7cb7ceb3
OBO,http://www.fao.org/figis/skate/entities/codedentity/2979135f-a8f1-4061-9780-27ba63eb853f
DHT,http://www.fao.org/figis/skate/entities/codedentity/df98c41e-a76b-4ed2-a86c-4cdd136b699f
GFQ,http://www.fao.org/figis/skate/entities/codedentity/632a84f0-2e08-4e27-a11c-e5f99448aa1c
RLG,http://www.fao.org/figis/skate/entities/codedentity/1e1997d7-bc8a-4315-923d-f50389d3cad4
EDX,http://www.fao.org/figis/skate/entities/codedentity/a3388158-a25e-4be8-bf14-60797530cfe8
TAE,http://www.fao.org/figis/skate/entities/codedentity/2b704c5b-23cf-4c34-b018-1bcfbecdbdfa
AAG,http://www.fao.org/figis/skate/entities/codedentity/c2adc913-ad10-40cb-b683-d80182a45a22
GCY,http://www.fao.org/figis/skate/entities/codedentity/ffe7d536-63f0-487a-95ae-637c698a6bcc
RDL,http://www.fao.org/figis/skate/entities/codedentity/147d28f5-6776-4432-99d7-f177acb73181
MZZ,http://www.fao.org/figis/skate/entities/codedentity/684673dd-a1a8-41e9-908e-e65d29b8fb9d
KYB,http://www.fao.org/figis/skate/entities/codedentity/6a0a9e77-85e0-4178-96eb-1f2fd5384b7c
IHR,http://www.fao.org/figis/skate/entities/codedentity/39629e21-c017-4e71-a478-3e8473430573
CUY,http://www.fao.org/figis/skate/entities/codedentity/738cd238-bccc-49f6-ab9e-8a160789d41c
GUP,http://www.fao.org/figis/skate/entities/codedentity/77453960-4a84-422a-a327-5a194dc4b322
ESW,http://www.fao.org/figis/skate/entities/codedentity/23585024-cdcf-4a99-b86b-b139f3addf91
EGL,http://www.fao.org/figis/skate/entities/codedentity/203f735b-efd8-4ba9-8fc8-3aac0435cbeb
TPD,http://www.fao.org/figis/skate/entities/codedentity/9a8c6078-2d5f-4df8-b5dc-95b82506fb07
RNK,http://www.fao.org/figis/skate/entities/codedentity/5846a2eb-4a11-489d-8069-859b7d12c37d
APF,http://www.fao.org/figis/skate/entities/codedentity/0e46ad43-d8d3-4789-a5a9-08be594f2770
PKA,http://www.fao.org/figis/skate/entities/codedentity/c24a9404-8603-4c8d-a26c-571cac933688
PLR,http://www.fao.org/figis/skate/entities/codedentity/8a032c82-f2c0-410b-acd2-91c80c8a350f
ZSP,http://www.fao.org/figis/skate/entities/codedentity/85793066-537d-43b7-b2d4-b9fd7b0fa6b8
LIA,http://www.fao.org/figis/skate/entities/codedentity/ca74a9cc-6c4c-443f-a3b2-c69cc0e0f3f4
YCT,http://www.fao.org/figis/skate/entities/codedentity/195e741f-0ade-480d-83a3-529a0530c6fc
HEO,http://www.fao.org/figis/skate/entities/codedentity/48ab6b34-5dc6-4822-a4bd-a4d5df15dc19
FCV,http://www.fao.org/figis/skate/entities/codedentity/03b99ad2-1fbb-48d2-b987-b85f0da63d4c
TCQ,http://www.fao.org/figis/skate/entities/codedentity/d75ab8be-3d7d-4fa0-b8db-d47a104a70da
OSG,http://www.fao.org/figis/skate/entities/codedentity/c540a724-2cbc-4063-aec8-74fa3e9d6ae9
SIZ,http://www.fao.org/figis/skate/entities/codedentity/b7c52059-4ab6-473d-9bde-2f9ce39ce14e
YRS,http://www.fao.org/figis/skate/entities/codedentity/ae9c7b23-d8c3-4b24-859e-70b73f15c14c
ITE,http://www.fao.org/figis/skate/entities/codedentity/3024fb78-dcdf-4e45-a6b0-09764dede95b
HTN,http://www.fao.org/figis/skate/entities/codedentity/6d8eb2cb-b0f3-4eb2-990d-3a23b3280b70
FRU,http://www.fao.org/figis/skate/entities/codedentity/035a7212-1152-4154-bc0c-42e8fd8ae8e7
EJT,http://www.fao.org/figis/skate/entities/codedentity/cd9fc59e-04fe-4a48-9fe2-6a81ff912a00
UOB,http://www.fao.org/figis/skate/entities/codedentity/aecd143b-51e0-4375-b29e-b5d8e447341a
EFG,http://www.fao.org/figis/skate/entities/codedentity/686f16ae-06c4-42ef-88d5-01202ed63bd5
YNU,http://www.fao.org/figis/skate/entities/codedentity/f9fd28ce-44fa-4966-bf6e-1b0dfce5f742
MCX,http://www.fao.org/figis/skate/entities/codedentity/b7696b4d-80f3-40e3-aa31-f420d156bdf3
BOD,http://www.fao.org/figis/skate/entities/codedentity/1862624b-3177-4b8d-898c-5aaba6a32a31
OIW,http://www.fao.org/figis/skate/entities/codedentity/4e5236a4-8491-4cfe-b3f7-6fafb788d3d5
EBF,http://www.fao.org/figis/skate/entities/codedentity/77a078de-88db-4a23-b6e7-7564b84814a5
KFF,http://www.fao.org/figis/skate/entities/codedentity/90d9db25-d7e8-4324-bf85-cd61e8848e51
IDM,http://www.fao.org/figis/skate/entities/codedentity/0d48d1c3-0acb-4fa6-bb2d-4deb72f7ca65
PTX,http://www.fao.org/figis/skate/entities/codedentity/9b7916cb-db9b-4674-9468-a99d770ce39d
GBT,http://www.fao.org/figis/skate/entities/codedentity/53c23ffd-7a9a-4144-82fe-6351cc0c398d
WAB,http://www.fao.org/figis/skate/entities/codedentity/f493802e-79f1-4613-b88b-d700db22e8f2
MPJ,http://www.fao.org/figis/skate/entities/codedentity/2c67882f-f0f5-4953-8bde-fc5e25baac6f
SFC,http://www.fao.org/figis/skate/entities/codedentity/57757979-fb38-4626-9276-376b7bb49f43
OXV,http://www.fao.org/figis/skate/entities/codedentity/593dccb3-ec77-4c63-a2aa-d4ebe3351949
KKX,http://www.fao.org/figis/skate/entities/codedentity/9fc6c4dd-f187-4879-b8c3-5fa7796f223f
EPF,http://www.fao.org/figis/skate/entities/codedentity/915813eb-388b-4f18-91dd-2b2c5a5c5fa2
KIA,http://www.fao.org/figis/skate/entities/codedentity/919686fa-b01b-49d1-84c2-40553eb901d8
KUE,http://www.fao.org/figis/skate/entities/codedentity/5158346d-c37f-4aa9-b66e-70acebc5ac95
HMG,http://www.fao.org/figis/skate/entities/codedentity/8eea73c8-3e09-4415-be0a-4f47ec65d6b6
ISL,http://www.fao.org/figis/skate/entities/codedentity/5fe6f570-c20d-485f-a514-d85eda43ec79
GQS,http://www.fao.org/figis/skate/entities/codedentity/01845992-2319-435a-ac20-fd9974871bb1
EOZ,http://www.fao.org/figis/skate/entities/codedentity/50522926-73dc-427d-add2-b1036692ba86
TLG,http://www.fao.org/figis/skate/entities/codedentity/ad569895-d5f6-4281-871b-4111dd325237
CNB,http://www.fao.org/figis/skate/entities/codedentity/e9fbe1e7-adfe-41d0-96b0-e3aab76ebdfc
PQL,http://www.fao.org/figis/skate/entities/codedentity/ab9dec0a-bc14-49ee-b44c-3b0f9333e617
RJN,http://www.fao.org/figis/skate/entities/codedentity/ed68a490-4457-4975-ab56-fe15e32eb04b
ALI,http://www.fao.org/figis/skate/entities/codedentity/dba20d54-7274-4f7a-ae9a-c8987064b87e
PHU,http://www.fao.org/figis/skate/entities/codedentity/dcf91468-feaa-4005-8943-a754c0a0455c
MIA,http://www.fao.org/figis/skate/entities/codedentity/8ef21c5a-635e-4444-b73b-67259420658e
TOI,http://www.fao.org/figis/skate/entities/codedentity/e225670f-9137-4fe1-ad20-0891335a60c6
JFC,http://www.fao.org/figis/skate/entities/codedentity/b825cde6-97ac-4c27-9f20-1cfe01ad5c82
UMH,http://www.fao.org/figis/skate/entities/codedentity/d635d623-1a73-48df-b724-cdd03c53df80
LED,http://www.fao.org/figis/skate/entities/codedentity/11dfcf6d-c712-4dea-9cf0-5d527e93fca6
YLU,http://www.fao.org/figis/skate/entities/codedentity/a1e503f0-3f1a-4ccf-ae14-4dd24e5cad9c
LMH,http://www.fao.org/figis/skate/entities/codedentity/382339b6-eb09-43c5-8ba9-814cd456125a
HAR,http://www.fao.org/figis/skate/entities/codedentity/8c66fc75-c692-438b-b603-4d23c4cdd076
AIT,http://www.fao.org/figis/skate/entities/codedentity/e54cabbe-07c0-4196-809a-232a989536f7
NAY,http://www.fao.org/figis/skate/entities/codedentity/524dec6d-aa95-49fb-b3e1-eec30593076a
GCH,http://www.fao.org/figis/skate/entities/codedentity/d6167564-9018-4470-912e-cf1977876615
BUO,http://www.fao.org/figis/skate/entities/codedentity/8630d99b-db93-4b84-ad79-092a32bbea91
RMR,http://www.fao.org/figis/skate/entities/codedentity/1549ae9e-6800-4905-a7d9-00cbcd23ff30
RYM,http://www.fao.org/figis/skate/entities/codedentity/581c31ed-5457-43fc-8191-1d205212e91a
PWT,http://www.fao.org/figis/skate/entities/codedentity/197235b6-2817-42cd-b27c-b101a07dd776
YEC,http://www.fao.org/figis/skate/entities/codedentity/56cabdd9-7d20-4576-8576-db75270072fc
LTC,http://www.fao.org/figis/skate/entities/codedentity/71820c00-e308-43f8-af4c-6d5c255e293e
AHL,http://www.fao.org/figis/skate/entities/codedentity/0df0a1a0-954d-4855-b1ff-00800a2849a7
JRJ,http://www.fao.org/figis/skate/entities/codedentity/d4c88ead-334c-4f43-a9c2-c92bdb247fab
UBM,http://www.fao.org/figis/skate/entities/codedentity/f3991668-cca7-4e5b-bd9f-4d38b4c6c029
YNV,http://www.fao.org/figis/skate/entities/codedentity/d515383d-ebf5-48ba-a7f3-c2eda286b989
HPQ,http://www.fao.org/figis/skate/entities/codedentity/4e538dba-f6c4-414b-9827-8e3fc6ca1038
FNX,http://www.fao.org/figis/skate/entities/codedentity/2000063a-d615-4bf8-ad80-5919f737391c
IKP,http://www.fao.org/figis/skate/entities/codedentity/77eb8517-4369-4810-ae91-3d7412286b28
SIL,http://www.fao.org/figis/skate/entities/codedentity/52dce8fd-32e9-4f7c-ad3f-19c60ee12560
PDM,http://www.fao.org/figis/skate/entities/codedentity/7de0ad05-ed15-469d-8c1b-06994d279ee4
PCT,http://www.fao.org/figis/skate/entities/codedentity/2fd5f775-c9b6-4e85-8db7-b264c64d073b
BKG,http://www.fao.org/figis/skate/entities/codedentity/053fcaf4-bf2b-46e1-9710-c586e055e208
OEZ,http://www.fao.org/figis/skate/entities/codedentity/c1f41464-28c3-4b1c-a6bc-b78251ed64d9
TCM,http://www.fao.org/figis/skate/entities/codedentity/ec64f7e1-6b1b-4af2-a87e-9e876bf93a37
NYA,http://www.fao.org/figis/skate/entities/codedentity/1d471fbd-b8e0-468f-85bf-98af7dd8eb76
MDB,http://www.fao.org/figis/skate/entities/codedentity/e04d5705-af88-4d40-a16f-9f221f720190
NKG,http://www.fao.org/figis/skate/entities/codedentity/a619811f-9d6f-4aed-b384-bdb352f5f04e
EHF,http://www.fao.org/figis/skate/entities/codedentity/8d57768b-5b46-4efa-9a4e-be87c463b4b2
OTY,http://www.fao.org/figis/skate/entities/codedentity/c458c4b2-6af6-4b88-99cf-dcee7df24e81
MSA,http://www.fao.org/figis/skate/entities/codedentity/fdcde543-c7d1-4ea2-a708-2e461e4bcb48
OUG,http://www.fao.org/figis/skate/entities/codedentity/9b4277d7-a3ef-47d3-bc1e-f7878253b882
KQH,http://www.fao.org/figis/skate/entities/codedentity/38255c13-c4dd-4339-8fbc-0471313bc6fd
TCS,http://www.fao.org/figis/skate/entities/codedentity/c86608e6-ae54-4007-9175-857ecbf4dd18
IOO,http://www.fao.org/figis/skate/entities/codedentity/81f1fd6b-858c-48c6-bde2-5e9a6231ff03
GMV,http://www.fao.org/figis/skate/entities/codedentity/eeb914cf-633b-4c33-999a-f6a7b611c901
AKL,http://www.fao.org/figis/skate/entities/codedentity/878944d3-1d4d-4e66-b91e-e58071b8c45e
THJ,http://www.fao.org/figis/skate/entities/codedentity/abe341d0-289e-4541-8b1c-fdc5014148eb
PXN,http://www.fao.org/figis/skate/entities/codedentity/c93a0e91-67f7-4557-b01e-bb7b36248378
CJE,http://www.fao.org/figis/skate/entities/codedentity/6bffff9b-24bd-4df7-b2ba-1010ddd3b5ae
MDO,http://www.fao.org/figis/skate/entities/codedentity/fd568ada-39c8-4f4b-b3c1-3009a167c031
ATZ,http://www.fao.org/figis/skate/entities/codedentity/4bd22bf3-3e62-4d63-a0a4-473732f2be2b
MCY,http://www.fao.org/figis/skate/entities/codedentity/39b8161c-0e49-4ac2-bc29-e5fb287cf866
RFQ,http://www.fao.org/figis/skate/entities/codedentity/4490feaa-41b5-44c8-b6bc-c3c7ee83caae
PDX,http://www.fao.org/figis/skate/entities/codedentity/f78d5032-fa0a-4cfb-a899-042596563119
QTX,http://www.fao.org/figis/skate/entities/codedentity/e5b2e8ce-31cd-4e39-8e6b-6d20b2e2815d
MEL,http://www.fao.org/figis/skate/entities/codedentity/053df0dd-4ffc-4099-8f83-014469bb8073
UTI,http://www.fao.org/figis/skate/entities/codedentity/7e1c4a48-eb91-4a69-8d6f-5816daa4e202
LAG,http://www.fao.org/figis/skate/entities/codedentity/7b798942-e885-4fc8-a327-4fc43869ff72
FLW,http://www.fao.org/figis/skate/entities/codedentity/e8b95fa0-0ef0-4dc6-8ec2-755048f3089c
SQB,http://www.fao.org/figis/skate/entities/codedentity/2f4b54b3-0465-4bea-92f4-52c54b132dbf
BXD,http://www.fao.org/figis/skate/entities/codedentity/5b16dd7b-5eee-4644-9b36-c607321e0062
MSZ,http://www.fao.org/figis/skate/entities/codedentity/90297967-2a31-4a7d-9dba-7c8087c4069e
CYD,http://www.fao.org/figis/skate/entities/codedentity/801cf9bb-607c-4452-add8-d22168bc72d2
RUP,http://www.fao.org/figis/skate/entities/codedentity/acf95fc4-8b46-4c89-b3e2-9d56ff0f341d
AWK,http://www.fao.org/figis/skate/entities/codedentity/c6d55685-b2d0-4926-bd52-ca7ceda9081f
IGR,http://www.fao.org/figis/skate/entities/codedentity/4cc3acd1-1177-4846-9f67-c811670dc67b
PSW,http://www.fao.org/figis/skate/entities/codedentity/7b4c5683-7fd4-470e-b53a-4355bc7394ba
VIC,http://www.fao.org/figis/skate/entities/codedentity/f8d7513d-e53f-4ac6-a470-45d0d167be9a
LPF,http://www.fao.org/figis/skate/entities/codedentity/66295252-bd7a-43c4-bda9-b74e97dff42c
SOL,http://www.fao.org/figis/skate/entities/codedentity/ea9e067c-2efd-4765-ab2e-13791b61688e
ODV,http://www.fao.org/figis/skate/entities/codedentity/a6342464-15dd-41ad-a44b-48fc63f16f40
FCO,http://www.fao.org/figis/skate/entities/codedentity/29ec2216-c149-47a2-9dac-cb51b5e89cd0
LUO,http://www.fao.org/figis/skate/entities/codedentity/d58cdb4d-9da4-4b6b-b0fd-0730748765b1
HLT,http://www.fao.org/figis/skate/entities/codedentity/64178326-526c-4a8e-940e-f7d33e702f9b
FUL,http://www.fao.org/figis/skate/entities/codedentity/c5c62c26-8360-4085-92c9-da6133cac7c4
DIC,http://www.fao.org/figis/skate/entities/codedentity/2e81fbe0-0df5-472e-9766-1b5fe9ef1c01
SEO,http://www.fao.org/figis/skate/entities/codedentity/afa3e3c2-fd8d-423e-bb74-9fcf7db42bf4
BGJ,http://www.fao.org/figis/skate/entities/codedentity/4c3668ec-f814-4d94-915a-f4e227f43fa5
MRE,http://www.fao.org/figis/skate/entities/codedentity/89ddb192-fe49-43f9-903a-20cb7542b39d
VNC,http://www.fao.org/figis/skate/entities/codedentity/e6f02959-0652-4211-8a98-e1c31e046e68
TFM,http://www.fao.org/figis/skate/entities/codedentity/8b9e1046-59fb-4ce8-8c7f-31364b434796
SSJ,http://www.fao.org/figis/skate/entities/codedentity/154eaab9-5aae-45c6-9076-930691b23ce0
DXB,http://www.fao.org/figis/skate/entities/codedentity/40db673a-6d93-45ed-bd3e-47e855317b1d
SSR,http://www.fao.org/figis/skate/entities/codedentity/9d37350a-ffc4-41ed-bba1-d8a6fa59a1c1
MMG,http://www.fao.org/figis/skate/entities/codedentity/240fe503-d2f1-455c-9b93-d5c1ab0071cf
QRU,http://www.fao.org/figis/skate/entities/codedentity/7e3606e3-93b1-4000-b1bd-71be7a931ad2
LSV,http://www.fao.org/figis/skate/entities/codedentity/81feed59-aba0-4a0e-a2b8-885645496c42
INK,http://www.fao.org/figis/skate/entities/codedentity/55585dba-60b0-4700-a641-d2fb6e72dbed
MOD,http://www.fao.org/figis/skate/entities/codedentity/ac7184bc-e525-4a34-8765-63acfbb1c6b8
KMK,http://www.fao.org/figis/skate/entities/codedentity/041b279c-edd4-448c-89b0-22485fa4ad1e
AEC,http://www.fao.org/figis/skate/entities/codedentity/435116de-ad27-4f58-956d-59b713ee89db
TOH,http://www.fao.org/figis/skate/entities/codedentity/7cc6c4be-6c0d-4c1d-bbb5-13131d67a68a
GIY,http://www.fao.org/figis/skate/entities/codedentity/690c6141-504c-4afa-b52e-2459d2e2513b
EHA,http://www.fao.org/figis/skate/entities/codedentity/bbf6e759-341d-41a8-8663-1b3351ff2889
LOJ,http://www.fao.org/figis/skate/entities/codedentity/ee29c3bb-be20-4d36-a257-0f996d4c7367
TDM,http://www.fao.org/figis/skate/entities/codedentity/8e7ec5a9-a8f7-4af1-9c6c-7068080e3b7f
ROW,http://www.fao.org/figis/skate/entities/codedentity/92d8c1bb-6d78-49eb-b6a9-193bc96d294f
CFH,http://www.fao.org/figis/skate/entities/codedentity/23affaa4-3c48-40bb-b769-0ae4fe753690
RBT,http://www.fao.org/figis/skate/entities/codedentity/be472781-57c9-4594-8f33-99093e38f2b3
ADO,http://www.fao.org/figis/skate/entities/codedentity/0514b282-e3f8-4f91-b83d-612c2fddbfa5
OAF,http://www.fao.org/figis/skate/entities/codedentity/ca762e03-6e07-4899-b28b-d928b5ffc089
NCL,http://www.fao.org/figis/skate/entities/codedentity/0392c61b-a30f-4e43-95b9-e330fee700f2
TSL,http://www.fao.org/figis/skate/entities/codedentity/5e97f6e0-e12b-4f38-99da-f3f3c286f6f9
CUG,http://www.fao.org/figis/skate/entities/codedentity/fb5f987e-bb66-4280-9f2c-6d333ddf6b2d
RQS,http://www.fao.org/figis/skate/entities/codedentity/697bfc8b-19ad-46bb-bb26-a30d64b52437
ASN,http://www.fao.org/figis/skate/entities/codedentity/ac8a2671-a660-4a76-8f4a-7946b88cad7b
POZ,http://www.fao.org/figis/skate/entities/codedentity/e839362b-44c0-40de-b28e-d6d76eb93dfc
UUQ,http://www.fao.org/figis/skate/entities/codedentity/e610dbb7-ed0e-425b-9276-1410b38093ae
CDY,http://www.fao.org/figis/skate/entities/codedentity/02b02d3c-e70e-4a28-831e-a50543c062f8
LLI,http://www.fao.org/figis/skate/entities/codedentity/abbfcacc-ee06-4d91-a46d-a4bfe81ab5db
KDB,http://www.fao.org/figis/skate/entities/codedentity/d04fd9e8-5aad-4683-a45c-6a615bb60494
NMT,http://www.fao.org/figis/skate/entities/codedentity/702385fa-e183-40fc-8144-baf9d681abc7
CSD,http://www.fao.org/figis/skate/entities/codedentity/388ac613-2906-4481-86fb-015be613d52b
